Magn¨²s M. Halld¨®rsson,colorings,wireless,approximating,graphs,capacity,scheduling,power,coloring
Sang-Won Lee,transactional,ssd,index,recovery,memory,flash,in-page,flash-based,cache,applications,enterprise,logging,database
Bernard J. Jansen,search,web
Eric Sedlar,architecture,fast,modern,cpus
Nathan S. Netanyahu,analyzing,estimator,line,algorithm,efficient,quantitative,nearest
R. Bharat Rao,feature,kernels,data,patient,learning,selection,modeling,cancer,semi-supervised,medical,bayesian,classifiers,automatic,detection,sparse,analysis,multiple,diagnosis,regression,aided,multi-task,records,clinical,applications,fisher,discriminant
George H. L. Fletcher,search,data,queries,mapping,efficient
Jay Kreps,data,linkedin
Hui Xu,high,storage
Robert Demolombe,systems,data,overview,base,distributed,technical,issues,management
Jin-Ling Pang,parks,science,classification,chinese
Rahul Shah,data,string,indexing,problems,support,trees,probabilistic,uncertain,compressed
Huidong Jin,data,clustering
Ronnie Chaiken,parallel,scope
Patrick E. O'Neil,data,lham,history,performance,log-structured,query,snapshot,access,method,isolation
Robert L. Constable,symposium,30,usa,2,april,l,proceedings,computing,theory,annual,acm
Guo Tong Xie,data,mashup
Hui Li,prediction,algorithm
John G. Hughes,evidential,performance,database
Peter F. Patel-Schneider,web,semantic
Vasilis Vassalos,optimization,data,execution,xpath,join,selection,rewriting,networks,index,xml,queries,semistructured,views,sensor,tsimmis,query,databases,relational,efficient,xquery,materialized
Wenjing Ma,display,allocation,algorithm
Hua-Qing Min,model,3d,algorithm
Thomas Hofmann,greece,ecml,european,proceedings,discovery,knowledge,data,clustering,learning,non-redundant,2011,athens,support,september,machines,databases,classification,conference,spaces,machine,pkdd,conditional,5-9,vector
Pang-Ning Tan,characterization,time,patterns,examples,dynamic,data,clustering,learning,semi-supervised,association,anomalies,detection,analysis,multivariate,prediction,regression,structure,support,novel,series,link,algorithm,simultaneous,framework,integrated,classification,efficient,mining,network,rules
Andrea Piras,web
Heiko R?glin,optimization,multiobjective,analysis,improved,algorithm,smoothed
Salvatore Rinzivillo,data,mobility,mining
Steve A. Chien,spacecraft,data,science,analysis
See-Kiong Ng,data,learning,analysis,exploratory,classification,positive,motifs,network
Sang-Wook Kim,similarity,literature,scientific
Tandy Warnow,phylogenetic,history,graphs,triangulating,tree,evolutionary,constructing,trees,sequences,true
Guimei Liu,patterns,data,proxy,association,analysis,exploratory,frequent,maximal,mining,rule,quasi-bicliques
Y. C. Tay,data,model,performance,locking,management,database
Massimiliano Pontil,learning,bounds,embeddings,algorithm,kernel
Emiran Curtmola,search,data,xml,full-text
Tao Tao,provenance,high-speed,trains,control,querying,fault-tolerant
Sheldon J. Finkelstein,production,magic,set-oriented,relational,systems,database,rules
Antonio L. Furtado,data,specifications,dependencies,design,inclusion,database
Parisa Haghani,data
Peter J. Stuckey,aditi,deductive,database
ErHeng Zhong,feature,learning,transfer,adaptive,cross
Alon Y. Halevy,schemr,nimble,schema,structured,engine,international,models,view,complex,data,mappings,integration,web,learning,selection,mediation,exploring,perspective,conference,dataspaces,lineage,xml,email,queries,integration,uncertainty,schemas,dataspace,semantic,2.0,tables,source,information,repositories,google,ontologies,query,uncertain,databases,relational,pay-as-you-go,sources,systems,formal,harvesting,management,efficient,panel,lists,peer,answering,problem,database,user
Liangda Li,learning,summarization
Claudio Lucchese,caching,pattern,datasets,trajectory,rights,retrieval,closed,frequent,protection,efficient,mining,preservation
Dariusz R. Kowalski,asynchronous,broadcasting,networks,deterministic,radio
Peter Winkler,winkler,wavelength,graph
Matthias B?hm,data,processes,integration,management
Rongjing Xiang,classification,online
Krzysztof Koperski,knowledge,dbminer,databases,relational,mining,interactive
David B. Shmoys,shmoys,stochastic,inventory,shmoys¨¦va,hochbaumdavid,extended,tardos,b,facility,sampling-based,parallel,constant,s,unrelated,approximation,improved,problems,abstract,a,costs,algorithm,deterministic,machines,design,plotkindavid,location,scheduling,algorithms,network,problem
Latifur Khan,data,clustering,detection,streams,approach,novel,classification,recurring,class,concept-drifting,geospatial
Marc M. Van Hulle,feature,information
Alpa Jain,text,extraction,queries,information,query,sql,databases
Joris M. Mooij,causal,models,additive,noise
Thomas Brinkhoff,processing,query,r-trees,spatial,systems,joins,efficient,database
Tim Brecht,jobs,scheduling
Lars Kulik,moving,queries,3d,approach,continuous,neighbor,motion-aware,efficient,evaluation,nearest
Zhen Zhang,interfaces,deep,structured,web,integration,web,querying,query,databases,metaquerier
Marina Moscarini,statistical,databases,relational
Liangzhao Zeng,web
Shengqi Yang,mining
Clark Glymour,variables
Esperanza Marcos,xml,model,development,secure,driven
Meichun Hsu,managing,long-running,data,streaming,distributed,control,analysis,business,sequential,performance,real-time,parallel,social,concurrency,activities,analytics,intra-node-parallel,framework,process,systems,media,mining,database,channel
Ugur Halici,metu,interoperable,database
Omar Al Azzam,classification
Adam Coates,learning
Edleno Silva de Moura,search,unsupervised,interfaces,web,extraction,form-based,information,automatically,filling
Chinmoy Dutta,networks,lower,noisy
James Bailey,technique,receiver,minimal,event,patterns,data,theoretic,change,alternative,decidability,active,queries,fast,termination,clusterings,approach,high,graphs,information,operating,novel,decision,algorithm,characteristics,contrast,emerging,issues,mining,database,rules
Denilson Barbosa,web,xml,extraction,mapping,pages
Yoko Kamidoi,outlier
Pasquale Rullo,text,codasyl,algorithm,environment
Chaitanya Swamy,stochastic,facility,approximation,mechanism,problems,design,location,algorithms
Mi-Yen Yeh,data,processing,similarity,streams,queries,approach
Katsumi Tanaka,search,contents,engine,structures,content,quality,viewing,devices,comparing,personal,web,tv,integration,multiple,transforming,information,query,browser,pages,integrated,databases,relational,method,metadata,object,database,browsing
Francesco M. Malvestuto,statistical
Gregory B. Sorkin,max,random,algorithms,graph
Aleksandar Lazarevic,distributed,detection,prediction,boosting,anomaly,localized
David Beech,advanced,data,dbms,committee,manifesto,database
Janis A. Bubenko Jr.,data,base,design,tools
Gad Ariav,tsql2
Qiang Zhu 0002,time,dynamic,historical,series,warping,mining
Mark G. Pleszkoch,learning,queries
Lawrence L. Larmore,symposium,dynamic,usa,programming,parallel,algorithms,proceedings,computing,theory,annual,acm
Thibault Helleputte,feature,models,linear,selection,regularized
Suzanne M. Mahoney,networks,belief,constructing,representing,network
Geoffrey J. Gordon,models,linear,matrix,learning,distributed,games,planning,relational,factorization
Meihui Zhang,discovery,queries,attributes
Edith Cohen,optimal,cohennimrod,dynamic,data,queries,weight,estimation,analysis,sampling,multiple,unaggregated,megiddo,aggregates,stream,accurate,summarization,sets,algorithms,efficient,estimating
Diane J. Cook,2011,patterns,international,discovery,knowledge,data,learning,conference,december,activity,discovering,temporal,graph-based,sensor,canada,11th,bc,ieee,home,improving,environment,mining,vancouver,smart
Oded Regev,optimal,hypergraph,unique,bound,classical,lattice,quantum,hardness,communication,lower,np,approximate,games,problems,complexity,rounding,problem,coloring,inequality
Dimitrios Mavroeidis,feature,clustering,selection,stability
Yingjie Tian,linear,semi-supervised,multiple,criteria,classification
Marco Saerens,classification
Mark D. Pendrith,reinforcement,learning,domains
Michael Elkin,constructions,spanning,broadcast,distributed,sparse,general,approximation,graphs,euclidean,trees,distance,telephone,spanners,preservers
Nicola Barbieri,collaborative,discovery,data,pattern,preference,filtering,hierarchical,recommendation,probabilistic
Xuelong Li,image
Sanjeev R. Kulkarni,learning,concepts
Partha Niyogi,learning,semi-supervised,manifold,stability,generalization,theoretical
John C. S. Lui,performance,systems
Tao Qin,web,learning,rank
Eric Peukert,schema,processes,matching
Guofang Gong,modeling,tunneling,shield,machine
Masahiro Kimura,models,diffusion,networks,visualization,social,information
Pierre Genev¨¨s,xml
Thashmee Karunaratne,learning,propositionalization,graph
Jiangtao Ren,feature,spectral,domain,sensitive,learning,selection,distributions,transfer,cross
Barbara Pernici,temporal,information,systems
Meiyu Lu,engine
Iluju Kiringa,coordination,data,probabilistic,hyperion,peer,database
Alan R. Woods,pigeonhole
Robin Thomas,planar,graphs,triangle-free
Fatma Ozcan,metu,interoperable,database
Dou Shen,search,data,web,classification,mining
Steven M. Drucker,data
Tao Liu,text
Christopher D. Manning,models,clustering,learning,parsing
Dmitry Gavinsky,learning,separations,quantum,communication,exponential
Ambuj Tewari,bandit,learning,stochastic,methods,bounds,descent,regret,convex,games,multiclass,algorithms,online,mdps
Elad Verbin,sorting,dynamic,data,lower,boosting
Eric Horvitz,artificial,dynamic,dynamics,forecasting,web,learning,modeling,bayesian,analysis,uncertainty,approach,personalized,inferring,information,problems,decision,probabilistic,reasoning,time-critical,action,value,model-based,network,application,goals,maps
Joost N. Kok,european,discovery,data,conference,warsaw,poland,september,frequent,17-21,proceedings,mining,2007
Eric G. Wagner,w,g,b,thatchereric
Katarzyna E. Paluch,matchings,problem
Olcay Taner Yildiz,selection,model,trees
Akebo Yamakami,spam
Rahul Gupta,structured,models,web,unstructured,extraction,information
Bay-Wei Chang,search
Gediminas Adomavicius,discovery
Shui-Lung Chuang,data,web,extraction,hierarchical,wrapping
Stephen R. Mahaney,royer,extended,mahaneyjames,s,kurtzstephen,random,r,a,abstract)stuart
Erik Duval,ariadne,learning
Lotfi Lakhal,discovery,data,association,cube,closed,frequent,mining,rules,database
Riccardo Rosati,data,incomplete,integration,query,databases,inconsistent
Chang-Hung Lee,log,web,association,general,temporal,thresholds,short,mining,rules,database
Ravi Sethi,downeyravi,extended,sethi,j
Shyamsundar Rajaram,classification
Kevin Y. Yip,data,clustering,semi-supervised,uncertain,order-preserving,mining
Jeremy J. Carroll,web,semantic
Leslie Ann Goldberg,csps,mixing,counting,approximating,sampling,constant,markov,complexity,backoff,polynomial,stable,resolution,contention
Todd C. Mowry,web,performance,query,prefetching,improving,scalability,applications
Jae-wook Ahn,web,adaptive
Rishi Saket,learning,hardness,gaps,integrality
Miho Ohsaki,time-series,learning,medical,support,interestingness,measures,method,evaluation,rule
Michael L. Wick,factor,coreference,graphs,canonicalization
Michel E. Adiba,systems,data,overview,base,distributed,technical,issues,management
Karel Culik II,equivalence,problem
Niketan Pansare,large
Hanna Mazzawi,optimal,learning
Grigorios Tsoumakas,data,multi-label
Guangzhi Qu,analysis,pain,medicine
Evgeny Kharlamov,xml,queries,probabilistic
Alan Fekete,nested,transactions,serializability,anomalies,atomic,serializable,replication,concurrency,snapshot,theory,isolation
Daniele Quercia,social
Thomas A. Henzinger,reachability,concurrent,henzinger,web,stochastic,temporal,games,a,alurthomas,parity,quantitative
J?rg Flum,parameterized,complexity
Hichem Frigui,data,clustering,learning,multiple,classification,relational,fusion
Claudia Perlich,customer,models,modeling,wallet,estimation,regression
Hyoungmin Park,queries
Monica Scannapieco,matching
Ambuj Shatdal,processing,parallel,algorithms
Wynne Hsu,patterns,image,biological,knowledge,events,data,discovered,association,xml,integrating,estimation,multiple,trajectory,approach,information,diabetic,query,labeling,frequent,classification,motifs,efficient,mining,network,rule,rules
Gerald J. Popek,data,base,distributed,management
Yi-Cheng Tu,load,data,control-based,approach,histograms,stream,algorithm,distance,databases,computing,systems,management,database,shedding,scientific
Xiaohui Yu,search,similarity,queries,cleaning,approach,selectivity,approximate,query,reasoning,results,reviews,keyword
Shuchi Chawla,pricing,approximation,mechanism,cuts,design,algorithms
Yinghui Wu,reachability,pattern,queries,matching,graph
Sharon McCure Kuck,network
Benjamin Bercovitz,recommendations,course,social,flexible,planning
Artur Czumaj,planar,sublinear-time,metric,minimum,data,spanning,testing,processes,bounds,allocation,lov¨¢sz,general,approximation,approach,tight,graphs,problems,random,lemma,equilibria,buffer,scheduling,algorithms,local
Xiaohui Gu,stream,online
Esther Ezra,bound,fat,union
Albert B. Jeng,protocol,authentication,malware,used,function
Maurice Herlihy,asynchronous,networks,routing,types,computability,theorem,herlihynir,contention,tasks
Kristin P. Bennett,data,selection,methods,regression,support,algorithm,boosting,kernel,vector
Dimitris Plexousakis,constraints,data,web,integration,semantic,integrity,management,database
Ruggero G. Pensa,co-clustering,data
Peter J. Haas,feedback,udb,aggregation,models,discovery,data,collection,synopses,db2,join,association,automatic,integrating,evolving,estimation,datasets,analysis,cords,statistics,sampling,sampling-based,sample,hadoop,discovering,selectivity,automated,maintaining,watermarking,predicates,query,techniques,algorithm,dependencies,uncertain,databases,relational,action,joins,bernoulli,ripple,cardinality,efficient,attribute,online,scalable,database,rules,consistent
Shirish Krishnaj Shevade,sequential,svms,core,regression,dual,method,structural,machine,vector
Guillaume Raschia,database
Paolo Papotti,nested,schema,clip,data,mappings,web,tool,exchange,mapping
Ben Kao,data,clustering,sequence,update,real-time,outsourcing,olap,uncertain,sequences,frequent,order-preserving,efficient,mining,tagging,database
Jianhui Chen,structures,kernels,programming,learning,sparse,multiple,kernel,low-rank,discriminant,tasks
Suryanarayana M. Sripada,tsql2
Thanh T. L. Tran,data,rfid,processing,streams,uncertain
Sang-Hee Lee,shapes,indexing,measures,distance,exact
Marcos R. Vieira,query,trajectories
Yuh-Ming Shyy,high-level,programming,language,k
Ihab F. Ilyas,just-in-time,search,duplicate,constraints,optimization,repairs,data,join,ranksql,mashups,processing,automatic,detection,queries,estimation,cords,statistics,supporting,views,information,flexible,ranking,query,violations,top-k,uncertain,expressive,access,databases,relational,ranked,functional,cardinality,efficient,database,rank-aware
Klaus R. Dittrich,international,data,samos,conference,panel,dbms,active,real-time,semantic,mechanism,soqa-simpack,ontologies,query,event/trigger,databases,design,systems,proceedings,toolkit,database
Christian Scheideler,dynamic,multicommodity,extended,protocols,bounds,store-and-forward,routing,lov¨¢sz,general,approach,improved,multiroute,strategies,duality,abstract,deterministic,lemma,scheduling,systems,efficient,local,storage
C¨¦sar A. Galindo-Legaria,filtered,schema,optimization,use,scenarios,execution,join,processing,statistics,server,subqueries,strategies,flexible,query,optimizer,sql,microsoft,optimizing,database
Axel Polleres,data,web,semantic,linked
Leonid Zosin,directed,algorithm,problem
Jimeng Sun,heads,one,time-evolving,discovery,dynamic,parameter-free,data,matrix,learning,factor,multi-aspect,pattern,exploration,gbase,networks,detection,better,streams,queries,fast,large,analysis,multiple,community,tracking,temporal,spatio-temporal,graphs,social,predictive,recommendation,visual,tensor,clinical,relational,latent,applications,correlation,mining,network,graph,scalable,healthcare
Hongfei Guo,currency,caching,relaxed
Silvio Lattanzi,networks,conductance,social,spreading,rumour
Al¨ªpio M¨¢rio Jorge,rules
Evrim Acar,data,matrix,tensor,factorizations
Vuk Ercegovac,data,mapreduce
F. Frances Yao,h,extended,yao,complexity,chi-chih,abstract)andrew,frances,yaof
Tshilidzi Marwala,system,fuzzy,inference,neural,support,classification,vector
Li-Wei Lee,fuzzy,decision,method,making,group
Krishna Prasad Chitrapura,text,classification
Ning Zhong,discovery,data,multi-database,peculiarity,analysis,kdd,oriented,process,mining
Patrice Aknin,semi-supervised
Volker Diekert,symposium,automata,equations,theoretical,infinite,traces,aspects,existential,stacs,science,proceedings,word,theory,annual
Xi Zhang,queries,recommendation,network
Yoram Moses,r,byzantine,polynomial,tuttle,mosesmark,agreement
David Bryant,evolutionary,trees
Marc Spaniol,entities,knowledge,web,temporal,archiving,framework,workshop
Timothy M. McPhillips,nested,data,collections,scientific
Krysta Marie Svore,web
Pankaj Gulhane,content,web,exploiting,extraction,information,redundancy
Kristin Tufte,semantics,data,streams,aggregates,databases,systems,evaluation
Qi Cheng,optimization,distance
Max Henrion,artificial,conference,networks,belief,uncertainty,uai,inference,diagnosis,intelligence,probability,probabilistic,reasoning,comparison,proceedings,efficient,annual
James A. Larson,tool,views
Corin R. Anderson,web
Giovanni Tummarello,web
Xiangnan Kong,feature,learning,selection,networks,heterogeneous,multi-label,classification,graph
Cheng Yang,image,learning,support,retrieval,efficient
Young-Koo Lee,multidimensional
Yuzuru Tanaka,web,visualization,information,relational,database
Michael Dinitz,secretary,spanners
Lucian Popa,nested,schema,generation,optimization,data,chase,mappings,exchange,adaptation,independent,constraints,xml,mapmerge,mappings,integration,schemas,clio,query,mapping,integrated,correlating,evolve
Pabitra Mitra,content,dynamic,minimum,clustering,tree,algorithm,cut,graph
Nodira Khoussainova,data,databases
Prashant Doshi,web,service,speeding
Marc H. Graham,database
Michihiro Kuramochi,discovery,frequent,subgraph
Syed Fawad Hussain,measure
Jonathan D. Becher,analysis
Songyun Duan,data,times,completion,processing,queries,business,interaction-aware,diagnosis,analytics,sparql,scalable,database,self-healing
Klemens B?hm,technology,advances,search,structured,international,image,quality,data,27th,document,documents,rfid,software-defect,engineering,11-16,march,processing,germany,conference,networks,similarity,queries,extending,large,routing,multiple,outlier,2011,april,olap,graphs,sensor,localisation,ranking,query,hannover,subspaces,databases,technology,hyperstorm,proceedings,efficient,mining,evaluation,edbt,database,cluster,icde
Andrei Arion,data,xml,queries,compressed
Eugene M. Luks,groupsl¨¢szl,permutation,fast,luks¨¢kos,seress,babaieugene,kantoreugene,algorithms,m,luks
Bin Chen,data,association,discovering,influence,algorithm,rules
Seth J. White,store,performance,high,quickstore,mapped,study,object
Qiong Fang,discovering
Varun Chandola,time,data,categorical,detection,comparative,series,evaluation
Pin-Kwang Eng,processing,domains,computation,partially-ordered,skyline,efficient
Ela Hunt,large,matching,database
Limin Yao,academic,extraction,social,mining,network
John Blitzer,structured,outputs,learning,multi-view,non-identical
Jilles Vreeken,data,selection,pattern,characterising,summarising,visual,identifying,itemsets,framework,item,results,sets,mining,interactive,descriptive,mime
Yoav Freund,learning,distributions,games,random,algorithm,theory,boosting,combining,efficient
Krishnaram Kenthapadi,textbooks,auditing
Ashutosh Singh,optimization,data,xpath,grouping,applications,expressions,intranet
Michael J. Cafarella,data,web,extraction,web-scale,management
Xin Zhang 0002,warehouse,schema,concurrent,view,data,maintenance,updates,rainbow
Christof Bornh?vd,data,processing,business,hana,sap,database,database
Sharma Chakravarthy,monitoring,events,data,object-oriented,distributed,environments,email,active,heterogeneous,integration,eca,approach,support,composite,databases,classification,rule,database
Bin B. Zhu,web
Alexander Zelikovsky,metabolic,networks,approximation,alignments,algorithms
Irina Rish,models,learning,markov,approximation,probabilistic,evaluation
Steffen Staab,2012,wide,knowledge,clustering,web,world,21st,16-20,text,ontology,2012,www,april,semantic,server,lyon,annotation,france,querying,proceedings,management,application
Volker Markl,technology,feedback,udb,generation,vldb,international,optimization,papers,data,collection,db2,learning,march,processing,conference,automatic,integrating,queries,extending,estimation,cords,statistics,parallel,iterative,tables,selectivity,automated,federated,query,dependencies,progressive,star,leo,databases,issue,action,applications,correlation,proceedings,cardinality,intranet,edbt,database,special,consistent
Izhar Matzkevich,belief
Vincent Conitzer,elicitation,learning,auctions,games,complexity
Michael Watzke,join,progress
Christos Levcopoulos,minimum,geometric,weight,polygons,triangulation
Randeep Bhatia,declustering,extended,queries,abstract,range,schemes,scheduling,problem
Dexter Kozen,h,decomposition,preliminary,efficient
Ron Meir,learning,bounds,model,greedy,boosting,classification,algorithms,gaussian
Ad Feelders,constraints,exceptional,model,monotone,classification,monotonicity,subgroup,mining
Yitong Yin,counting,approximate,spin,systems,correlation,decay
Jeff Bilmes,minimization,learning,submodular
Martin Farach-Colton,cache-oblivious,b-trees,embeddings,algorithms
Amir M. Ben-Amram,extended,ben-amramzvi,abstract)amir,galil,m
Hiroaki Shiokawa,pagerank,search,personalized,efficient
Ravishankar Ramamurthy,feedback,optimization,data,running,execution,testing,progress,long,queries,case,mirrors,fractured,query,framework,sql,power,hints,estimating,auditing
Zheng Zhang,web
Paul Beame,optimal,search,read/write,tradeoffs,impagliazzojan,pigeonhole,bounds,kraj¨ªcektoniann,multiparty,parallel,communication,threshold,pitassipavel,lower,improved,randomized,problems,beamerussell,complexity,proof,time-space,exponential,depth
Tuomas Sandholm,elicitation,learning,preference,games,complexity
Gautam Kunapuli,learning
Budhaditya Saha,data,detection,streams,multiple
Marcelo Arenas,schema,consistency,data,mappings,documents,exchange,normal,composition,xml,mappings,semantic,exchange,querying,query,mapping,sparql,databases,relational,hyperion,answering,consistent
Harry B. Hunt III,hunt,preliminary,iiidaniel,iiithomas,g,extended,szymanski,b,regular,rosenkrantz,approximation,languages,problems,complexity,schemes,algorithms,abstract)harry,j,context-free
Robin D. Burke,collaborative,recommender,systems
Tib¨¦rio S. Caetano,fast
Eric Chu,data,unstructured,approach,querying,relational
Krishna G. Kulkarni,tsql2,sql
Chun Chen,template-independent,document,news,tweets,exploration,extraction,model,mechanism,wrapper,recommendation,query,retrieval,article,systems,storage
Tom¨¢s Singliar,learning,traffic
Giuseppe Rizzo 0002,media
Stephen A. Vavasis,vavasis,extended,a
Steven Whang,entity,resolution
Weidong Chen,types
Johann Christoph Freytag,vldb,data,processing,queries,large,iterative,implementing,programs,query,systems,rules
Marcus-Christopher Ludl,unsupervised,relative,discretization
Yongxin Tong,uncertain,itemsets,frequent,mining
Xiaoxiao Shi,feature,spectral,knowledge,learning,heterogeneous,transfer,sources,graph
Lin Qiao,data,processing,index,automated,framework,management,application,database,storage
Yi Peng,data,mining
Kari-Jouko R?ih?,normal,relational,design,dependency,database
Yossi Richter,networks
Tomi Silander,optimal,selection,bayesian,structure,classification,network
Alan Fern,search,structured,models,learning,bayesian,active,queries,first-order,learning
Edwin M. Knorr,distance-based,outliers,outliers,algorithms
Thomas R. Hancock,learning,read-once,formulas
Hong Hai Do,schema,flexible,matching
Xiaoyun Wu,clustering,machines,relational,vector
Yufei Tao,external,optimal,search,planar,objects,moving,aggregation,dynamic,data,reverse,publishing,arbitrary,processing,streams,queries,large,distance-based,multiple,prediction,memory,multi-dimensional,temporal,spatio-temporal,graphs,indexing,continuous,predictive,privacy,computation,multi-version,querying,range,query,space,algorithm,subspaces,uncertain,multidimensional,progressive,spatial,access,preserving,databases,relational,method,skyline,neighbor,results,algorithms,quantile,perturbation,efficient,scalable,finding,spatiotemporal,skylines,keyword,nearest,hidden,preservation
Benny Chor,abstract)benny,extended,kushilevitz,information,retrieval,private,choroded,theory,bits
Enric Plaza,justification-based,induction,multiagent,learning,case,learning
Andrea E. F. Clementi,broadcast,networks,hitting,functions,radio,efficient
Mikalai Tsytsarau,contradictions
Farnoush Banaei Kashani,peer-to-peer,query,databases,spatiotemporal
Thomas S. Richardson,causal,variables,models,likelihood,classes,selection,fitting,maximum,markov,directed,graphs,algorithm,equivalence,acyclic,latent,dags,ancestral,gaussian,mixed
Oliver Spatscheck,monitoring,content,data,streaming,gigascope,streams,query-aware,delivery,partitioning,network,application,massive
Jing-Yuan Han,ahp,method,evaluation
Uma Mahadevan,search
Alok N. Choudhary,data,text,social,identifying,mining
S. Sundararajan,linear,sequential,svms,dual,method
Nimrod Megiddo,cohennimrod,variables,data,preliminary,programming,linear,cubes,estimation,analysis,parallel,s,megiddo,olap,selectivity,fixed,improved,problems,predictive,complexity,algorithm,algorithms,cardinality,consistent,inequality
Ran Gilad-Bachrach,distributed
Jos¨¦ A. Blakeley,international,data,ado.net,entity,conference,active,server,open,query,updating,access,sql,microsoft,materialized,net,building,database,icde
Yu Zhang,relationships,learning,semi-supervised,computational,analysis,multi-task,discriminant,task
Daniel R. Ries,data,distributed,model,semantic,recovery,database
Dirk Van Gucht,graph-oriented,nested,objects,complex,programming,mendelzon,award,extended,queries,model,approach,languages,structure,list-based,alberto,language,query,dependencies,o,algebra,spatial,expressive,databases,relational,structural,proceedings,theory,object,acm,database,test-of-time,pods
Ya Xue,logistic,regression
Jinghai Rao,prediction
John N. Tsitsiklis,optimization,learning,tsitsiklis,estimation,n,complexity
Ibrahim Kamel,objects,r-trees,disk,scheduling,multimedia
Mark Last,data,spatio-temporal
Mohsen Bayati,sparse,graphs,random,algorithms
Geert Gins,batch-end,quality,prediction
Hennie J. Steenhagen,queries
David Jensen,bias,models,data,learning,leveraging,networks,resisting,securities,autocorrelation,multiple,inference,re-identification,tree,social,structure,indices,anonymized,decision,identifying,degree,classification,relational,structural,fraud,collective,efficient,network
Georg Lausen,time,objects,optimization,safe,language,series,query,sparql,sets,pre-analysis,locking,rules
Fran?ois Llirbat,speed,publish/subscribe
Xike Xie,voronoi,data,uncertain,uv-diagram,databases,diagram
Martin Tompa,tompa,tradeoffs,parallel,complexity,l,time-space,graph,ruzzomartin,manbermartin
David M. Mimno,models,methods,allocation,inference,topic
Yu Zheng,discovery,data,gps,discovering,traffic,uncertain,trajectories,mining
Shaddin Dughmi,auctions,mechanism,randomized,combinatorial,design,algorithmic
Michail G. Lagoudakis,reinforcement,learning,policy
Chao Li,differential,data,networks,estimation,mechanism,privacy,query,private,accurate
Ken-Chih Liu,information,maybe,databases,relational,indefinite,representing
Yanlei Diao,event,data,web,learning,rfid,processing,xml,streams,inference,query,probabilistic,uncertain,efficient,scalable
James Cheney,consistency,provenance,independence,data,policies,control,xml,write-access,updates,curated,wiki,databases,management
